"case_number","case_name","passage","case_question_id","question","option_a","option_b","option_c","option_d","correct_answer","explanation"
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-01","The primary legal issue before the Supreme Court in Babu Sahebagouda Rudragoudar (2024) concerned—","The admissibility of extra-judicial confessions","The scope of appellate interference with acquittals","The applicability of Section 149 IPC to unlawful assembly","The admissibility of forensic evidence","(B)","The Court examined when an appellate court can reverse an acquittal — only when the trial court’s findings are perverse, unreasonable, or wholly unsustainable."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-02","Under which provision does the State have the right to appeal against an order of acquittal?","Section 374 CrPC","Section 378 CrPC","Section 386 CrPC","Section 390 CrPC","(B)","Section 378 CrPC authorizes the State to appeal against acquittals, subject to High Court permission."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-03","The Supreme Court in this case reiterated that interference with an acquittal is justified only when—","The appellate court disagrees with the trial court’s reasoning","The trial court ignored established legal precedents","The judgment of acquittal suffers from perversity or ignores material evidence","The State demands reappreciation of evidence","(C)","The Court reaffirmed that interference is justified only when acquittal findings are perverse or disregard material evidence, ensuring judicial restraint in appeal."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-04","Which of the following cases laid down that only the portion of a confession under Section 27 of the Evidence Act leading to discovery is admissible?","Pulukuri Kottaya v. Emperor (1947)","State of U.P. v. Deoman Upadhyaya (1960)","Selvi v. State of Karnataka (2010)","Ramanand @ Nandlal Bharti v. State of U.P. (2022)","(B)","Deoman Upadhyaya (1960) clarified that only that part of a disclosure directly leading to discovery of fact is admissible; the rest is inadmissible."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-05","The Court described motive as a “double-edged sword.” What did it mean in this context?","Motive always confirms guilt","Motive can both support and undermine the prosecution’s case","Motive is irrelevant in murder cases","Motive must always be proven for conviction","(B)","The Court observed that motive may corroborate guilt or cast doubt on false implication, hence it acts as a double-edged circumstance rather than conclusive proof."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-06","What principle from Ramanand @ Nandlal Bharti v. State of U.P. (2022) was relied upon in this case?","The confession of one accused is admissible against all co-accused","Exhibiting a memorandum alone cannot prove its contents","Motive is unnecessary when eyewitnesses exist","Extra-judicial confessions are inherently unreliable","(B)","The Court held that merely exhibiting a memorandum does not prove its content — testimony confirming discovery must accompany it."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-07","The “double presumption of innocence” doctrine means—","The presumption of innocence is irrebuttable in all cases","Once acquitted, the accused enjoys a reinforced presumption of innocence","The presumption of innocence applies only to first-time offenders","The prosecution’s appeal automatically fails after acquittal","(B)","After acquittal, the presumption of innocence is reinforced, further limiting appellate interference with the trial court’s decision."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-08","According to the judgment, an appellate court’s power to review evidence in acquittal appeals is—","As wide as in conviction appeals","Narrower, requiring demonstration of perversity in the trial court’s view","Broader, since public interest demands conviction of offenders","Unlimited under Article 136 of the Constitution","(B)","Though appellate courts can reappreciate evidence, their power is narrower in acquittal appeals, requiring proof of perversity or irrationality."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-09","Which of the following cases laid down general principles for appellate interference in acquittal cases and was reaffirmed here?","Chandrappa v. State of Karnataka (2007)","K.M. Nanavati v. State of Maharashtra (1962)","State of Rajasthan v. Kashi Ram (2006)","Ravinder Singh v. State of Haryana (1975)","(A)","Chandrappa (2007) enumerated five guiding principles limiting appellate interference with acquittals — reaffirmed in Babu Sahebagouda (2024)."
"CQ-24-10","Babu Sahebagouda Rudragoudar & Ors. v. State of Karnataka (2024)","In Babu Sahebagouda Rudragoudar v. State of Karnataka (2024), the Supreme Court reaffirmed the limited scope of appellate interference with acquittals under Section 378 CrPC. Referring to Chandrappa v. State of Karnataka (2007), Rajesh Prasad v. State of Bihar (2022), and H.D. Sundara v. State of Karnataka (2023), the Court held that an appellate court may reappreciate evidence but must exercise caution — interference is justified only when the trial court’s findings are perverse or wholly unsustainable. The Court emphasized the doctrine of double presumption of innocence — every accused is presumed innocent until proven guilty, and that presumption is reinforced upon acquittal. Where two reasonable views exist, the one favouring the accused must prevail, preserving fair-trial safeguards and restricting State appeals to cases of manifest miscarriage of justice.","CQ-24-10-10","The Supreme Court’s decision in Babu Sahebagouda Rudragoudar primarily strengthens which constitutional or procedural value?","Judicial activism","Presumption of innocence and fair trial","Right to speedy trial under Article 21","Doctrine of severability","(B)","The ruling reinforces presumption of innocence and fair-trial guarantees by restricting appellate interference to exceptional cases of manifest error."
